state,district,year,murder,rape,kidnapping,robbery,theft,riots,dowry_deaths,total_crimes,lat,lng,risk
Andhra Pradesh,Anantapur,2014,134,35,125,30,753,214,25,8376,14.6783221,77.6065039,1
Andhra Pradesh,Chittoor,2014,84,32,38,22,528,134,17,5374,13.325036,79.6480611,1
Andhra Pradesh,Cuddapah,2014,80,28,27,16,638,104,16,5803,14.4956602,78.8349278,1
Andhra Pradesh,East Godavari,2014,64,85,66,24,903,27,7,7630,16.9956639,81.7154378,1
Andhra Pradesh,Guntakal Railway,2014,14,0,0,4,413,1,0,490,15.172825,77.3664764,0
Andhra Pradesh,Guntur,2014,105,49,64,24,711,78,16,6897,16.2915189,80.4541588,1
Andhra Pradesh,Guntur Urban,2014,51,40,84,31,1045,8,12,5798,17.7041832,83.2974867,1
Andhra Pradesh,Krishna,2014,51,80,41,15,521,9,8,7078,16.2135466,81.0277844,1
Andhra Pradesh,Kurnool,2014,118,32,53,28,563,108,12,8398,15.8309251,78.0425373,1
Andhra Pradesh,Nellore,2014,78,58,153,44,1058,84,14,8175,14.4493717,79.9873763,1
Andhra Pradesh,Prakasham,2014,75,50,50,23,617,124,8,6367,16.5014312,80.6031619,1
Andhra Pradesh,Rajahmundry,2014,18,35,15,14,361,16,3,2430,17.0050454,81.7804732,0
Andhra Pradesh,Srikakulam,2014,30,40,33,8,236,17,3,4727,18.2949307,83.8938844,1
Andhra Pradesh,Tirupathi Urban,2014,35,18,24,8,1148,31,13,3651,13.6298381,79.4251464,0
Andhra Pradesh,Vijayawada City,2014,23,64,42,48,2016,2,10,7876,16.5115306,80.6160469,1
Andhra Pradesh,Vijayawada Railway,2014,1,0,3,7,1085,0,2,1223,16.5204153,80.6196802,0
Andhra Pradesh,Visakha Rural,2014,43,38,24,5,179,14,4,3028,17.8147685,83.3649326,0
Andhra Pradesh,Visakhapatnam,2014,38,84,130,46,1358,3,13,7728,17.6935526,83.2921297,1
Andhra Pradesh,Vizianagaram,2014,43,47,27,4,388,13,8,5013,18.1141255,83.4114389,1
Andhra Pradesh,West Godavari,2014,90,146,67,32,1096,26,24,8542,16.6443029,81.5885247,1
Andhra Pradesh,Total,2014,1175,961,1066,433,15617,1013,215,114604,16.5082164,80.6756877,1
Arunachal Pradesh,Anjaw,2014,0,0,1,0,2,1,0,29,28.1166895,96.8198805,0
Arunachal Pradesh,Changlang,2014,9,6,11,5,50,1,0,180,27.2698797,96.0602442,0
Arunachal Pradesh,Dibang Valley,2014,0,1,0,0,0,0,0,4,28.8291044,95.9554096,0
Arunachal Pradesh,Kameng East,2014,4,1,7,4,18,0,0,148,27.557781,93.0753012,0
Arunachal Pradesh,Kameng West,2014,7,0,3,3,21,8,0,140,27.2625165,92.4228984,0
Arunachal Pradesh,Lohit,2014,10,7,25,8,39,3,0,280,28.0350162,96.1713515,0
Arunachal Pradesh,Longding,2014,4,3,9,1,5,0,0,92,26.8794546,95.3155652,0
Arunachal Pradesh,Lower Dibang Valley,2014,2,3,4,1,21,0,0,75,28.2149563,95.878774,0
Arunachal Pradesh,Siang East,2014,5,11,4,3,49,0,0,245,28.0580363,95.3322182,0
Arunachal Pradesh,Siang Upper,2014,1,1,0,0,8,0,0,40,29.1137638,95.3982784,0
Arunachal Pradesh,Siang West,2014,10,6,2,4,29,4,0,249,28.1702349,94.7979711,0
Arunachal Pradesh,Subansiri Lower,2014,4,1,7,10,18,3,0,160,27.5385824,93.815392,0
Arunachal Pradesh,Subansiri Upper,2014,3,5,2,5,33,4,0,234,28.2596054,94.0938106,0
Arunachal Pradesh,Tawang,2014,1,0,0,0,14,0,0,40,27.5879186,91.863733,0
Arunachal Pradesh,Tirap,2014,2,3,10,3,12,0,0,117,27.030169,95.4979175,0
Assam,Barpeta,2014,46,143,379,5,448,306,21,9056,26.345941,91.039708,1
Assam,Baska,2014,31,26,41,16,124,0,4,853,26.6758202,91.3388225,0
Assam,Bongaigaon,2014,17,31,51,12,190,15,4,1789,26.4800126,90.5580387,0
Assam,Cachar,2014,58,81,249,24,756,202,14,5640,24.75864,92.8816648,1
Assam,Chirang,2014,37,29,58,6,95,19,7,863,26.6464231,90.624157,0
Assam,Darrang,2014,33,111,208,17,363,82,11,3901,26.4373482,92.0047145,0
Assam,Dhemaji,2014,18,45,84,15,106,0,3,1068,27.5945155,94.7192098,0
Assam,Dhubri,2014,58,193,420,21,432,531,10,7153,26.132275,90.1249962,1
Assam,Dibrugarh,2014,77,67,163,43,826,12,5,3108,27.4844597,94.9019447,0
Assam,Goalpara,2014,44,108,218,23,266,52,8,2623,26.0491877,90.6001859,0
Assam,Golaghat,2014,88,74,238,41,365,29,7,2932,26.5108262,93.9743686,0
Assam,Guwahati City,2014,84,100,455,247,3095,155,11,12216,26.1805978,91.753943,1
Assam,Hailakandi,2014,24,77,104,3,178,287,4,1940,24.6846916,92.5645836,0
Assam,Jorhat,2014,30,36,94,76,518,7,6,3732,26.7577925,94.2079645,0
Assam,Kamrup,2014,65,77,164,63,727,0,1,2785,26.1468861,91.2227397,0
Assam,Karbi Anglong,2014,38,23,78,10,181,6,0,960,26.0712781,93.4552969,0
Assam,Karimganj,2014,33,75,119,8,199,57,13,2827,24.5828196,92.3725487,0
Assam,Kokrajhar,2014,60,45,106,7,229,10,3,1419,26.4912104,90.1215209,0
Assam,Lakhimpur,2014,40,67,150,7,236,37,4,2872,27.1763356,94.1992932,0
Assam,Morigaon,2014,28,81,174,12,234,130,7,2557,26.2552206,92.3285733,0
Assam,Nagaon,2014,104,187,454,127,735,485,22,8399,26.3313646,92.7524763,1
Assam,Nalbari,2014,27,41,116,114,225,23,0,2122,26.3533632,91.3983662,0
Assam,Sibsagar,2014,80,44,222,42,599,31,6,4236,26.9834936,94.6394226,0
Assam,Sonitpur,2014,110,112,222,27,566,90,5,3906,26.7677707,92.7014089,0
Assam,Tinsukia,2014,90,66,143,45,679,47,3,3309,27.4879722,95.3601855,0
Assam,Udalguri,2014,46,34,73,20,132,18,9,1453,26.7047238,92.0421507,0
Bihar,Araria,2014,53,35,85,28,310,306,17,3898,26.1346459,87.4654062,0
Bihar,Arwal,2014,25,6,26,8,78,82,11,991,25.1812832,84.6596648,0
Bihar,Aurangabad,2014,74,12,86,27,352,250,28,3079,24.8033201,84.4110198,0
Bihar,Bagaha,2014,21,14,76,8,147,123,7,1860,27.0590112,84.2064638,0
Bihar,Banka,2014,59,22,73,19,143,195,23,2505,24.8328273,86.8161114,0
Bihar,Begusarai,2014,121,30,209,60,598,461,28,5196,25.5125411,86.0883392,1
Bihar,Bettiah,2014,75,33,115,11,497,508,39,4712,26.8023,84.5074,1
Bihar,Bhagalpur,2014,102,52,213,42,677,348,20,4763,25.2861354,87.1304229,1
Bihar,Bhojpur,2014,116,32,151,23,520,205,46,5488,25.4501182,84.5635193,1
Bihar,Buxar,2014,56,16,87,32,438,358,24,3284,25.5044834,84.1097525,0
Bihar,Darbhanga,2014,71,50,289,36,585,621,30,5368,26.08299,86.0324951,1
Bihar,Gaya,2014,145,48,248,77,1366,543,63,7232,24.7964355,85.0079563,1
Bihar,Gopalganj,2014,87,14,172,36,276,398,33,3879,26.4211166,84.3739133,0
Bihar,Jamalpur Railway,2014,9,0,4,3,195,1,0,298,25.3150489,86.4926791,0
Bihar,Jamui,2014,61,23,70,33,124,133,21,1699,24.7562514,86.3011128,0
Bihar,Jehanabad,2014,38,10,84,30,215,202,22,1968,25.1529579,85.0065043,0
Bihar,Katihar,2014,70,65,144,33,447,238,14,3415,25.5586421,87.6457196,0
Bihar,Katihar Railway,2014,10,0,3,8,182,4,0,313,25.5405736,87.5615643,0
Bihar,Khagaria,2014,52,14,118,19,165,172,17,2589,25.4930513,86.6982264,0
Bihar,Kishanganj,2014,46,64,122,12,261,171,12,1982,26.2984144,87.9466715,0
Bihar,Lakhisarai,2014,46,10,66,20,181,193,8,1728,25.1543939,86.1744959,0
Bihar,Madhepura,2014,44,10,78,37,185,225,8,2426,25.7806118,86.9364753,0
Bihar,Madhubani,2014,74,41,199,33,410,406,34,5113,26.3503076,86.2296424,1
Bihar,Motihari,2014,146,31,262,25,660,944,75,9490,26.6506888,84.9114654,1
Bihar,Munger,2014,46,11,52,28,199,195,8,1778,25.2202864,86.5161484,0
Bihar,Muzaffarpur,2014,185,44,444,134,2097,659,178,9373,26.1482548,85.3316097,1
Bihar,Nalanda,2014,107,29,207,58,464,328,59,6871,25.1364914,85.4436546,1
Bihar,Naugachia,2014,37,10,54,16,76,84,10,1732,25.3857731,87.0997616,0
Bihar,Nawadah,2014,84,22,94,61,269,338,22,3408,24.8858896,85.5481255,0
Bihar,Patna,2014,317,86,752,177,3952,636,83,19804,25.6093239,85.1235252,1
Bihar,Patna Railway,2014,23,1,8,10,803,5,5,1216,25.6018406,85.1348978,0
Bihar,Purnea,2014,75,66,174,37,449,321,26,5723,25.7773601,87.4731227,1
Bihar,Rohtas,2014,115,22,161,31,726,294,54,5197,24.9394143,84.0197031,1
Bihar,Saharsa,2014,41,14,115,27,289,549,19,3189,25.8330757,86.6143751,0
Bihar,Samastipur,2014,122,38,255,61,567,380,39,5664,25.7747885,85.8672314,1
Bihar,Saran,2014,144,37,249,53,617,442,83,5586,25.9214451,84.7759731,1
Bihar,Sheikhpura,2014,26,5,51,11,113,136,6,1325,25.1250741,85.8160771,0
Bihar,Sheohar,2014,13,8,33,9,89,62,6,778,26.4934234,85.2717561,0
Bihar,Sitamarhi,2014,91,11,220,63,579,345,29,5453,26.5942841,85.500428,1
Bihar,Siwan,2014,103,17,198,57,549,425,64,5003,26.131008,84.3910745,1
Bihar,Supaul,2014,64,32,132,23,274,573,22,3008,26.2768089,86.7959614,0
Bihar,Vaishali,2014,135,28,296,62,1104,603,66,6337,25.7491703,85.3972164,1
Chhattisgarh,Balod,2014,17,34,27,4,110,24,4,1479,20.7277192,81.1446948,0
Chhattisgarh,Balrampur,2014,55,111,21,6,54,11,5,1333,23.6282576,83.4810916,0
Chhattisgarh,Bilaspur,2014,72,94,216,49,488,87,13,4870,22.1638486,82.1365923,1
Chhattisgarh,Dantewara,2014,22,11,11,1,25,9,0,442,18.9080594,81.3557636,0
Chhattisgarh,Dhamtari,2014,20,36,24,4,89,6,3,1300,20.5326259,81.7155987,0
Chhattisgarh,Durg,2014,50,84,243,56,813,44,12,6677,21.1982964,81.4007922,1
Chhattisgarh,Gariyaband,2014,15,42,15,4,45,12,3,948,20.5267561,82.1917217,0
Chhattisgarh,Jagdalpur,2014,45,32,40,5,101,16,1,1580,19.0870758,82.0235715,0
Chhattisgarh,Janjgir,2014,48,64,144,20,243,102,20,3401,22.0090841,82.578896,0
Chhattisgarh,Jashpur,2014,55,86,71,16,75,9,0,1225,22.770251,83.9708013,0
Chhattisgarh,Kabirdham,2014,25,39,84,4,93,14,6,1573,22.1150085,81.2446944,0
Chhattisgarh,Kanker,2014,47,40,47,5,97,22,5,1253,20.2692747,81.4932111,0
Chhattisgarh,Kondagaon,2014,33,21,20,2,33,17,1,782,19.5885769,81.6628742,0
Chhattisgarh,Korba,2014,37,68,53,22,240,33,6,2572,22.5198217,82.6350029,0
Chhattisgarh,Koriya,2014,40,58,85,7,91,28,2,1707,23.476254,82.4776374,0
Chhattisgarh,Mahasamund,2014,22,44,87,9,223,39,10,2469,21.1922846,82.4890263,0
Chhattisgarh,Narayanpur,2014,5,7,9,1,8,0,0,222,19.5842032,81.1136986,0
Chhattisgarh,Raigarh,2014,74,121,96,21,331,81,7,3074,22.2361795,83.3529534,0
Chhattisgarh,Raipur,2014,49,141,265,76,1557,82,3,8306,21.2380912,81.6336993,1
Chhattisgarh,Rajnandgaon,2014,33,57,113,20,264,34,4,3255,21.0684425,80.7970779,0
Chhattisgarh,Sukma,2014,20,5,9,5,10,0,0,240,18.2665423,81.2925234,0
Chhattisgarh,Surajpur,2014,38,50,81,12,248,23,1,1753,23.3577769,82.9761277,0
Goa,North Goa,2014,20,55,93,13,733,95,0,2805,15.6038925,73.9967006,0
Goa,South Goa,2014,14,37,59,19,368,38,0,1549,15.2197327,74.1147213,0
Goa,Total,2014,34,95,152,32,1154,133,0,4466,15.2784811,73.9304516,0
Gujarat,Ahmedabad City,2014,82,100,367,261,2589,87,11,15286,23.0215374,72.5800568,1
Gujarat,Ahmedabad Rural,2014,27,18,84,17,221,40,0,4266,22.5809103,72.9784557,0
Gujarat,Amreli,2014,26,7,72,17,93,23,0,1818,21.4176122,71.249609,0
Gujarat,Anand,2014,37,12,73,31,354,37,0,3415,22.5586555,72.9627227,0
Gujarat,Banaskantha,2014,51,56,112,79,389,71,0,4464,24.269387,72.5367513,0
Gujarat,Bharuch,2014,47,42,64,29,406,53,0,2981,21.7080427,72.9956936,0
Gujarat,Bhavnagar,2014,39,17,105,39,361,54,0,3589,21.7718836,72.1416449,0
Gujarat,Botad,2014,13,11,27,4,57,9,0,783,22.0467098,71.6689617,0
Gujarat,Dahod,2014,45,27,96,37,218,32,0,2594,22.9194099,74.1342725,0
Gujarat,Dang,2014,10,4,4,0,12,4,1,283,20.7881719,73.7092033,0
Gujarat,Devbhumi Dwarka,2014,9,3,18,6,47,24,0,1106,22.2475106,68.968244,0
Gujarat,Gandhinagar,2014,20,17,79,61,367,48,0,7451,23.2232877,72.6492267,1
Gujarat,Gir Somnath,2014,17,17,32,20,80,29,1,1405,20.9298181,70.7627578,0
Gujarat,Jamnagar,2014,23,34,60,17,282,47,1,3752,22.4732415,70.0552102,0
Gujarat,Junagadh,2014,13,21,70,25,150,40,0,2497,21.5220416,70.4582458,0
Gujarat,Kheda,2014,22,12,80,5,173,34,0,3614,22.8532503,72.9953586,0
Gujarat,Mahisagar,2014,18,10,25,4,32,11,0,1040,23.1912195,73.6644398,0
Gujarat,Mehsana,2014,24,6,108,66,544,81,0,6587,23.6012628,72.3741516,1
Gujarat,Morbi,2014,31,9,29,6,177,19,3,2332,22.8003959,70.886232,0
Gujarat,Narmada,2014,12,8,15,0,40,10,0,664,21.7392625,73.6262458,0
Gujarat,Navsari,2014,19,15,37,9,227,19,0,1730,20.952407,72.9323831,0
Gujarat,Panchmahal,2014,34,24,69,8,160,23,0,2634,22.6978099,73.5980682,0
Gujarat,Patan,2014,17,25,53,25,261,28,1,2117,23.773753,71.6798581,0
Gujarat,Porbandar,2014,8,8,20,11,57,19,1,913,21.6029751,69.8538067,0
Gujarat,Rajkot City,2014,43,17,99,91,835,61,0,3516,22.3053263,70.8028377,0
Gujarat,Sabarkantha,2014,22,10,37,20,197,26,0,5647,23.8688506,73.013784,1
Gujarat,Surat City,2014,85,94,263,30,1315,40,2,4397,21.2094892,72.8317058,0
Gujarat,Surendranagar,2014,34,22,44,15,232,55,0,2476,22.8251395,71.6209736,0
Gujarat,Tapi,2014,13,15,13,3,112,12,0,986,21.1916567,73.5560631,0
Gujarat,Vadodara City,2014,23,23,93,117,1242,60,1,12651,22.2973142,73.1942567,1
Gujarat,Vadodara Rural,2014,24,11,66,7,158,28,0,2896,22.2367253,73.1802481,0
Gujarat,Valsad,2014,43,26,111,29,567,43,0,3072,20.4321957,73.1409893,0
Haryana,Bhiwani,2014,62,44,102,54,822,219,12,4604,28.7931703,76.1391283,0
Haryana,Faridabad,2014,64,101,384,40,2079,207,20,6000,28.4031478,77.3105561,1
Haryana,Fatehabad,2014,20,27,39,16,300,92,7,2431,29.5359209,75.5752901,0
Haryana,Gurgaon,2014,96,117,348,119,4815,172,19,11444,28.4646148,77.0299194,1
Haryana,Hissar,2014,66,55,73,39,1191,164,14,5608,29.7016253,76.3119463,1
Haryana,Jhajjar,2014,69,56,24,28,427,32,25,2100,28.5964461,76.6505366,0
Haryana,Jind,2014,49,23,82,37,533,150,12,2892,29.3152073,76.314082,0
Haryana,Kaithal,2014,47,33,133,11,352,0,10,1922,29.7996588,76.3989903,0
Haryana,Karnal,2014,53,100,379,24,976,21,17,4047,29.7255766,76.9106924,0
Haryana,Kurukshetra,2014,30,35,61,21,631,0,6,2581,29.9693747,76.8482787,0
Haryana,Mahendergarh,2014,38,24,72,26,445,93,15,2262,28.2726226,76.1493925,0
Haryana,Mewat,2014,33,85,75,27,452,224,5,2414,27.9935177,77.0419634,0
Haryana,Palwal,2014,52,49,97,53,844,243,16,3247,28.0599426,77.3223422,0
Haryana,Panchkula,2014,14,36,146,73,357,0,5,1594,30.6975401,76.8551066,0
Haryana,Panipat,2014,53,64,100,49,1207,110,18,4654,29.3912753,76.9771675,0
Haryana,Rewari,2014,27,41,114,53,670,64,11,2781,28.1956468,76.6165179,0
Haryana,Rohtak,2014,76,68,85,43,984,110,16,3820,28.9010899,76.5801935,0
Haryana,Sirsa,2014,36,49,77,25,543,19,5,3482,29.6063041,74.9036568,0
Haryana,Sonipat,2014,110,60,83,54,940,10,28,4311,28.9953758,77.0233627,0
Haryana,Yamunanagar,2014,45,50,386,31,747,4,7,3347,30.1231349,77.286329,0
Himachal Pradesh,Baddi,2014,13,9,14,3,41,42,0,651,30.9763026,76.7674001,0
Himachal Pradesh,Bilaspur,2014,4,15,46,0,39,36,0,1185,31.3380959,76.7611631,0
Himachal Pradesh,Chamba,2014,8,23,20,1,31,38,0,761,32.6923316,76.1631552,0
Himachal Pradesh,Hamirpur,2014,12,13,18,0,32,14,0,845,31.6539866,76.5403633,0
Himachal Pradesh,Kangra,2014,26,43,32,2,107,78,0,2698,32.0768665,76.2985872,0
Himachal Pradesh,Kinnaur,2014,2,10,5,1,11,6,0,211,31.593013,78.3281417,0
Himachal Pradesh,Kullu,2014,9,16,24,0,49,26,0,914,31.9578974,77.1089232,0
Himachal Pradesh,Lahaul & Spiti,2014,2,0,1,0,1,0,0,84,32.0934743,78.3837957,0
Himachal Pradesh,Mandi,2014,15,47,46,0,57,51,0,1939,31.6516617,77.0092542,0
Himachal Pradesh,Shimla,2014,18,39,39,6,116,78,0,1957,31.1040393,77.1707923,0
Himachal Pradesh,Sirmaur,2014,6,28,19,2,48,41,0,872,30.6991321,77.4465304,0
Himachal Pradesh,Solan,2014,5,16,24,0,73,30,0,947,30.9077569,77.1023645,0
Himachal Pradesh,Una,2014,9,23,16,1,46,38,1,1083,31.5834642,76.2351452,0
Jammu & Kashmir,Anantnag,2014,9,19,64,0,90,180,0,1307,33.74611,75.1854475,0
Jammu & Kashmir,Awantipora,2014,9,6,19,3,31,15,0,389,33.91891,75.01465,0
Jammu & Kashmir,Bandipora,2014,2,4,40,1,34,65,0,618,34.4232433,74.635965,0
Jammu & Kashmir,Baramulla,2014,2,10,61,11,81,151,0,1110,34.2086903,74.343498,0
Jammu & Kashmir,Budgam,2014,11,9,48,2,78,145,0,1026,33.9098746,74.6270357,0
Jammu & Kashmir,Crime Jammu,2014,0,0,0,0,0,0,0,14,34.0714255,74.8032176,0
Jammu & Kashmir,Crime Srinagar,2014,1,1,0,0,0,0,0,43,34.0714255,74.8032176,0
Jammu & Kashmir,Doda,2014,3,23,16,0,44,3,0,667,33.13261,75.5890079,0
Jammu & Kashmir,Ganderbal,2014,2,0,20,0,26,50,0,473,34.2889322,75.0407983,0
Jammu & Kashmir,Handwara,2014,3,3,26,2,44,53,0,562,34.3993139,74.2827396,0
Jammu & Kashmir,Jammu,2014,21,68,73,6,399,71,4,4238,32.7185614,74.8580917,0
Jammu & Kashmir,Kargil,2014,1,2,2,0,3,11,0,105,32.7045476,74.871206,0
Jammu & Kashmir,Kathua,2014,13,18,36,0,69,39,1,1289,32.3901836,75.5251452,0
Jammu & Kashmir,Kishtwar,2014,0,6,18,0,21,2,0,388,33.3107908,75.7694213,0
Jammu & Kashmir,Kulgam,2014,4,7,44,12,48,78,0,856,33.6446899,75.0188432,0
Jammu & Kashmir,Kupwara,2014,7,8,42,0,34,159,0,710,34.5140696,74.191367,0
Jammu & Kashmir,Leh,2014,1,6,1,0,8,4,0,166,34.1664372,74.808529,0
Jammu & Kashmir,Poonch,2014,8,13,36,0,30,85,0,842,33.7670004,74.0957143,0
Jammu & Kashmir,Pulwama,2014,5,7,21,5,20,63,0,354,33.87836,74.899965,0
Jammu & Kashmir,Railways Jammu,2014,1,0,0,0,7,0,0,16,32.7067837,74.8806455,0
Jammu & Kashmir,Rajouri,2014,18,39,62,1,56,34,0,1751,33.3772495,74.3132332,0
Jammu & Kashmir,Ramban,2014,3,8,23,0,41,2,0,674,33.2116371,75.2050989,0
Jammu & Kashmir,Reasi,2014,1,16,29,0,34,28,0,753,33.0691032,74.8378698,0
Jammu & Kashmir,Samba,2014,4,7,12,1,33,34,0,653,32.5759118,75.1203446,0
Jammu & Kashmir,Shopian,2014,5,1,37,6,49,74,0,501,33.718807,74.8333311,0
Jammu & Kashmir,Sopore,2014,9,8,40,3,62,45,0,634,34.2850498,74.4639353,0
Jammu & Kashmir,Srinagar,2014,5,12,71,36,375,130,0,2533,34.0747444,74.8204443,0
Jammu & Kashmir,Udhampur,2014,8,30,19,0,54,3,0,1157,32.9219726,75.1331482,0
Jharkhand,Bokaro,2014,43,63,97,41,752,136,18,3145,23.699128,85.9910689,0
Jharkhand,Chaibasa,2014,120,54,46,16,163,0,2,954,22.5483518,85.8188876,0
Jharkhand,Chatra,2014,59,18,37,8,141,86,62,1284,24.1062317,84.8623379,0
Jharkhand,Deoghar,2014,43,25,63,17,343,91,28,2300,24.4898318,86.6990182,0
Jharkhand,Dhanbad,2014,79,54,155,48,1052,225,28,4929,23.7952809,86.4309638,1
Jharkhand,Dhanbad Railway,2014,13,0,5,7,221,0,2,365,23.7886205,86.4315269,0
Jharkhand,Dumka,2014,59,39,31,5,239,62,11,1592,24.2677937,87.2485495,0
Jharkhand,Garhwa,2014,67,50,90,30,154,143,25,2582,24.053577,83.6526818,0
